0.004,-0.005,-0.023
0.004,-0.005,-0.026
0.004,-0.005,-0.033
0.004,-0.005,-0.033
0.004,-0.005,-0.029
0.004,-0.005,-0.023
0.004,-0.005,-0.024
0.004,-0.005,-0.027
0.004,-0.005,-0.028
0.004,-0.005,-0.026
0.004,-0.005,-0.023
0.004,-0.005,-0.025
0.004,-0.005,-0.026
0.004,-0.005,-0.03
0.004,-0.005,-0.028
0.004,-0.005,-0.026
0.004,-0.005,-0.033
0.004,-0.005,-0.029
0.004,-0.005,-0.028
0.004,-0.005,-0.029
0.004,-0.005,-0.034
0.004,-0.005,-0.03
0.004,-0.005,-0.027
0.004,-0.005,-0.031
0.004,-0.005,-0.033
0.004,-0.005,-0.029
0.004,-0.005,-0.03
0.004,-0.005,-0.028
0.004,-0.005,-0.028
0.004,-0.005,-0.028
0.004,-0.005,-0.026
0.004,-0.005,-0.025
0.004,-0.005,-0.031
0.004,-0.005,-0.028
0.004,-0.005,-0.026
0.004,-0.005,-0.025
0.004,-0.005,-0.025
0.004,-0.005,-0.024
0.004,-0.005,-0.027
0.004,-0.005,-0.028
0.004,-0.005,-0.028
0.004,-0.005,-0.026
0.004,-0.005,-0.027
0.004,-0.005,-0.029
0.004,-0.005,-0.027
0.004,-0.005,-0.029
0.004,-0.005,-0.028
0.004,-0.005,-0.024
0.004,-0.005,-0.024
0.004,-0.005,-0.028
0.004,-0.005,-0.029
0.004,-0.005,-0.027
0.004,-0.005,-0.025
0.004,-0.005,-0.022
0.004,-0.005,-0.025
0.004,-0.005,-0.032
0.004,-0.005,-0.028
0.004,-0.005,-0.027
0.004,-0.006,-0.026
0.004,-0.006,-0.027
0.004,-0.006,-0.028
0.004,-0.006,-0.03
0.004,-0.006,-0.03
0.004,-0.006,-0.031
0.004,-0.006,-0.028
0.004,-0.006,-0.03
0.004,-0.006,-0.033
0.004,-0.006,-0.029
0.004,-0.006,-0.035
0.004,-0.006,-0.032
0.004,-0.006,-0.038
0.004,-0.006,-0.041
0.004,-0.006,-0.042
0.004,-0.006,-0.046
0.004,-0.006,-0.052
0.004,-0.006,-0.061
0.004,-0.006,-0.069
0.004,-0.006,-0.081
0.004,-0.005,-0.088
0.004,-0.005,-0.096
0.004,-0.005,-0.12
0.004,-0.005,-0.132
0.004,-0.003,-0.146
0.005,-0.001,-0.16
0.005,0,-0.175
0.005,0,-0.192
0.001,0.006,-0.21
-0.001,0.01,-0.22
-0.006,0.014,-0.227
-0.008,0.012,-0.236
-0.008,0.011,-0.258
-0.014,0.016,-0.275
-0.018,0.017,-0.283
-0.024,0.021,-0.293
-0.025,0.018,-0.313
-0.038,0.031,-0.326
-0.042,0.041,-0.326
-0.047,0.038,-0.357
-0.054,0.041,-0.37
-0.054,0.038,-0.379
-0.065,0.038,-0.381
-0.079,0.04,-0.386
-0.097,0.042,-0.396
-0.103,0.044,-0.4
-0.122,0.054,-0.403
-0.128,0.055,-0.395
-0.146,0.061,-0.409
-0.161,0.071,-0.432
-0.169,0.072,-0.424
-0.171,0.071,-0.431
-0.181,0.071,-0.436
-0.181,0.068,-0.423
-0.189,0.063,-0.416
-0.191,0.06,-0.387
-0.202,0.049,-0.402
-0.2,0.049,-0.392
-0.216,0.04,-0.4
-0.227,0.037,-0.405
-0.237,0.031,-0.381
-0.241,0.029,-0.373
-0.25,0.027,-0.383
-0.251,0.027,-0.394
-0.259,0.026,-0.358
-0.262,0.022,-0.331
-0.258,0.02,-0.315
-0.254,0.02,-0.311
-0.254,0.02,-0.333
-0.254,0.013,-0.329
-0.244,0.002,-0.313
-0.241,0,-0.31
-0.24,0,-0.301
-0.235,-0.001,-0.292
-0.229,-0.007,-0.279
-0.225,-0.009,-0.274
-0.219,-0.01,-0.273
-0.213,-0.014,-0.272
-0.207,-0.016,-0.265
-0.198,-0.019,-0.264
-0.192,-0.019,-0.259
-0.184,-0.02,-0.259
-0.179,-0.02,-0.254
-0.176,-0.019,-0.244
-0.177,-0.016,-0.243
-0.17,-0.014,-0.25
-0.169,-0.016,-0.247
