0,0.001,-0.021
0,0.001,-0.025
0,0.001,-0.027
0,0.001,-0.023
0,0.001,-0.02
0,0.001,-0.021
0,0.001,-0.025
0,0.001,-0.029
0,0.001,-0.021
0,0.001,-0.026
0,0.001,-0.027
0,0.001,-0.023
0,0.001,-0.025
0,0.001,-0.024
0,0.001,-0.025
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.02
0,0.001,-0.026
0,0.001,-0.025
0,0.001,-0.022
0,0.001,-0.026
0,0.001,-0.022
0,0.001,-0.021
0,0.001,-0.024
0,0.001,-0.025
0,0.001,-0.024
0,0.001,-0.022
0,0.001,-0.023
0,0.001,-0.027
0,0.001,-0.028
0,0.001,-0.022
0,0.001,-0.02
0,0.001,-0.027
0,0.001,-0.027
0,0.001,-0.026
0,0.001,-0.025
0,0.001,-0.023
0,0.001,-0.027
0,0.001,-0.025
0,0.001,-0.023
0,0.001,-0.02
0,0.001,-0.022
0,0.001,-0.025
0,0.001,-0.027
0,0.001,-0.024
0,0.001,-0.026
0,0.001,-0.026
0,0.001,-0.027
0,0.001,-0.026
0,0.001,-0.028
0,0.001,-0.025
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.025
0,0.001,-0.024
0,0.001,-0.02
0,0.001,-0.022
0,0.001,-0.025
0,0.001,-0.021
0,0.001,-0.025
0,0.001,-0.028
0,0.001,-0.028
0,0.001,-0.026
0,0.001,-0.027
0,0.001,-0.027
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.024
0,0.001,-0.026
0,0.001,-0.03
0,0.001,-0.038
0,0.001,-0.039
0,0.001,-0.042
0,0.001,-0.044
0,0.001,-0.047
0,0.001,-0.053
0,0.001,-0.058
0,0.001,-0.065
-0.001,0.002,-0.072
-0.001,0.002,-0.073
-0.001,0.002,-0.1
-0.002,0.002,-0.115
-0.002,0.002,-0.127
-0.002,0.002,-0.133
-0.003,0.004,-0.146
-0.008,0.01,-0.192
-0.01,0.014,-0.207
-0.012,0.018,-0.216
-0.016,0.023,-0.231
-0.021,0.027,-0.261
-0.026,0.036,-0.28
-0.029,0.043,-0.295
-0.031,0.047,-0.303
-0.033,0.054,-0.316
-0.051,0.064,-0.331
-0.054,0.066,-0.338
-0.059,0.069,-0.35
-0.074,0.088,-0.362
-0.078,0.089,-0.365
-0.092,0.104,-0.378
-0.105,0.116,-0.384
-0.105,0.113,-0.399
-0.113,0.119,-0.4
-0.134,0.147,-0.41
-0.136,0.149,-0.411
-0.14,0.153,-0.407
-0.148,0.157,-0.411
-0.15,0.159,-0.417
-0.149,0.167,-0.408
-0.15,0.167,-0.405
-0.157,0.17,-0.403
-0.163,0.172,-0.406
-0.177,0.172,-0.398
-0.184,0.171,-0.392
-0.193,0.172,-0.377
-0.197,0.17,-0.368
-0.209,0.167,-0.358
-0.21,0.167,-0.349
-0.208,0.167,-0.343
-0.209,0.161,-0.342
-0.21,0.145,-0.312
-0.212,0.135,-0.309
-0.213,0.135,-0.307
-0.216,0.13,-0.294
-0.219,0.131,-0.296
-0.218,0.131,-0.292
-0.221,0.12,-0.281
-0.22,0.114,-0.269
-0.217,0.108,-0.267
-0.214,0.102,-0.27
-0.205,0.088,-0.259
-0.203,0.088,-0.247
-0.202,0.083,-0.244
-0.2,0.078,-0.243
-0.197,0.078,-0.245
-0.197,0.077,-0.242
-0.196,0.077,-0.239
-0.193,0.072,-0.244
-0.189,0.067,-0.244
-0.188,0.063,-0.246
-0.187,0.065,-0.247
-0.185,0.064,-0.249
-0.186,0.066,-0.259
-0.18,0.061,-0.263
-0.179,0.054,-0.267
-0.179,0.053,-0.272
-0.174,0.05,-0.266
-0.174,0.052,-0.27
-0.171,0.058,-0.279
-0.171,0.059,-0.27
-0.172,0.057,-0.286
-0.167,0.066,-0.297
-0.157,0.07,-0.288
-0.151,0.071,-0.304
-0.145,0.076,-0.302
-0.144,0.074,-0.315
-0.132,0.084,-0.326
-0.13,0.086,-0.319
-0.126,0.088,-0.326
-0.122,0.097,-0.341
-0.12,0.1,-0.337
-0.121,0.105,-0.332
-0.115,0.119,-0.351
-0.113,0.126,-0.352
-0.111,0.129,-0.343
-0.109,0.14,-0.347
-0.105,0.15,-0.352
-0.105,0.152,-0.358
-0.105,0.159,-0.376
-0.104,0.17,-0.38
-0.102,0.174,-0.366
-0.102,0.176,-0.374
-0.1,0.18,-0.382
-0.101,0.184,-0.367
-0.101,0.184,-0.377
-0.102,0.181,-0.389
-0.102,0.18,-0.383
-0.103,0.177,-0.377
-0.107,0.171,-0.366
-0.108,0.169,-0.371
-0.108,0.169,-0.379
-0.122,0.157,-0.359
-0.124,0.157,-0.373
-0.127,0.156,-0.355
-0.133,0.151,-0.353
-0.137,0.143,-0.362
-0.144,0.138,-0.353
-0.141,0.136,-0.363
-0.143,0.133,-0.352
-0.145,0.128,-0.343
-0.149,0.119,-0.355
-0.15,0.115,-0.342
-0.155,0.11,-0.349
-0.154,0.104,-0.346
-0.156,0.093,-0.341
-0.158,0.087,-0.334
-0.161,0.071,-0.335
-0.165,0.054,-0.335
-0.167,0.042,-0.32
-0.17,0.036,-0.338
-0.171,0.029,-0.323
-0.171,0.018,-0.331
