-0.001,0.001,-0.024
-0.001,0.001,-0.022
-0.001,0.001,-0.021
-0.001,0.001,-0.023
-0.001,0.001,-0.024
-0.001,0.001,-0.025
-0.001,0.001,-0.023
-0.001,0.001,-0.024
-0.001,0.001,-0.027
-0.001,0.001,-0.024
-0.001,0.001,-0.026
-0.001,0.001,-0.027
-0.001,0.001,-0.026
-0.001,0.001,-0.018
-0.001,0.001,-0.019
-0.001,0.001,-0.023
-0.001,0.001,-0.025
-0.001,0.001,-0.022
-0.001,0.001,-0.023
-0.001,0.001,-0.023
-0.001,0.001,-0.023
-0.001,0.001,-0.02
-0.001,0.001,-0.017
-0.001,0.001,-0.02
-0.001,0.001,-0.023
-0.001,0.001,-0.023
-0.001,0.001,-0.022
-0.001,0.001,-0.022
-0.001,0.001,-0.021
-0.001,0.001,-0.024
-0.001,0.001,-0.023
-0.001,0.001,-0.027
-0.001,0.001,-0.024
-0.001,0.001,-0.023
0,0,-0.025
0,0,-0.023
0,0,-0.023
0,0,-0.025
0,0,-0.031
0,0,-0.033
0,0,-0.036
0,0,-0.043
0,0,-0.05
0,0,-0.067
0,0,-0.075
0,0,-0.079
0,0,-0.099
0,0.001,-0.106
0,0.001,-0.115
-0.001,0.002,-0.133
-0.001,0.002,-0.153
0,0.003,-0.161
0,0.004,-0.169
-0.004,0.006,-0.18
-0.004,0.006,-0.192
-0.009,0.01,-0.21
-0.009,0.012,-0.226
-0.015,0.013,-0.247
-0.016,0.017,-0.246
-0.021,0.024,-0.253
-0.028,0.028,-0.265
-0.037,0.036,-0.274
-0.048,0.045,-0.279
-0.049,0.046,-0.306
-0.058,0.05,-0.306
-0.067,0.053,-0.311
-0.07,0.055,-0.324
-0.07,0.06,-0.336
-0.073,0.062,-0.341
-0.073,0.065,-0.348
-0.078,0.066,-0.358
-0.08,0.067,-0.367
-0.085,0.066,-0.37
-0.084,0.068,-0.37
-0.086,0.072,-0.369
-0.095,0.074,-0.37
-0.11,0.084,-0.367
-0.124,0.09,-0.368
-0.128,0.094,-0.378
-0.134,0.095,-0.39
-0.148,0.094,-0.393
-0.154,0.094,-0.388
-0.164,0.095,-0.39
-0.172,0.092,-0.374
-0.188,0.087,-0.356
-0.197,0.084,-0.359
-0.203,0.082,-0.363
-0.203,0.082,-0.36
-0.214,0.071,-0.332
-0.223,0.068,-0.343
-0.233,0.054,-0.338
-0.238,0.046,-0.337
-0.246,0.04,-0.336
-0.254,0.032,-0.328
-0.256,0.029,-0.328
-0.265,0.021,-0.322
-0.265,0.022,-0.31
-0.265,0.015,-0.292
-0.266,0.01,-0.29
-0.266,0.006,-0.283
-0.267,0.003,-0.276
-0.268,0.001,-0.271
-0.267,-0.002,-0.27
-0.263,-0.004,-0.266
-0.258,-0.002,-0.255
-0.256,-0.001,-0.259
-0.252,0.001,-0.253
-0.25,0.004,-0.262
-0.254,0.012,-0.25
-0.249,0.016,-0.247
-0.227,0.025,-0.252
-0.226,0.023,-0.251
-0.22,0.024,-0.255
-0.211,0.029,-0.262
-0.206,0.033,-0.266
-0.2,0.038,-0.262
-0.199,0.036,-0.274
-0.195,0.038,-0.279
-0.169,0.046,-0.284
-0.163,0.046,-0.292
-0.16,0.047,-0.291
-0.147,0.052,-0.292
-0.139,0.055,-0.296
-0.133,0.055,-0.302
-0.127,0.058,-0.308
-0.13,0.057,-0.312
-0.12,0.056,-0.318
-0.115,0.06,-0.314
-0.108,0.06,-0.327
-0.103,0.06,-0.31
-0.098,0.056,-0.302
-0.094,0.053,-0.324
-0.087,0.048,-0.323
-0.085,0.042,-0.33
-0.084,0.042,-0.333
-0.076,0.041,-0.356
-0.066,0.035,-0.344
-0.064,0.03,-0.367
-0.059,0.03,-0.347
-0.057,0.027,-0.356
-0.052,0.011,-0.338
-0.055,0,-0.353
-0.058,-0.013,-0.348
-0.058,-0.02,-0.354
-0.059,-0.024,-0.353
-0.061,-0.03,-0.343
-0.059,-0.033,-0.343
-0.058,-0.042,-0.359
-0.058,-0.046,-0.364
-0.059,-0.049,-0.36
-0.057,-0.054,-0.359
-0.056,-0.063,-0.349
-0.059,-0.078,-0.338
-0.06,-0.085,-0.338
-0.063,-0.086,-0.348
-0.062,-0.092,-0.35
-0.064,-0.097,-0.335
-0.063,-0.102,-0.341
-0.067,-0.112,-0.345
-0.069,-0.117,-0.36
-0.069,-0.117,-0.346
-0.073,-0.118,-0.343
-0.075,-0.119,-0.343
-0.076,-0.119,-0.338
-0.079,-0.121,-0.34
-0.08,-0.121,-0.331
-0.078,-0.125,-0.332
-0.076,-0.124,-0.341
-0.077,-0.125,-0.336
-0.077,-0.124,-0.346
-0.077,-0.124,-0.354
-0.077,-0.12,-0.341
-0.077,-0.115,-0.327
-0.076,-0.112,-0.345
-0.076,-0.108,-0.335
-0.077,-0.101,-0.347
-0.07,-0.093,-0.33
-0.07,-0.091,-0.354
-0.065,-0.083,-0.319
-0.059,-0.079,-0.345
-0.057,-0.08,-0.344
-0.048,-0.071,-0.319
-0.039,-0.066,-0.332
-0.031,-0.064,-0.351
-0.027,-0.062,-0.336
-0.019,-0.055,-0.324
-0.014,-0.051,-0.345
-0.01,-0.051,-0.347
-0.006,-0.048,-0.344
0,-0.046,-0.34
0.006,-0.043,-0.331
0.009,-0.046,-0.331
0.019,-0.045,-0.327
0.022,-0.047,-0.34
0.028,-0.046,-0.333
0.04,-0.042,-0.342
0.043,-0.044,-0.335
0.047,-0.043,-0.334
0.057,-0.043,-0.34
0.071,-0.043,-0.339
0.095,-0.033,-0.359
0.108,-0.035,-0.347
0.113,-0.035,-0.337
0.131,-0.036,-0.347
0.138,-0.041,-0.352
0.138,-0.043,-0.34
0.141,-0.045,-0.343
0.143,-0.052,-0.363
0.141,-0.048,-0.379
0.14,-0.048,-0.378
0.135,-0.047,-0.371
0.13,-0.046,-0.367
0.126,-0.047,-0.376
0.125,-0.046,-0.367
0.125,-0.046,-0.366
0.122,-0.047,-0.365
0.122,-0.049,-0.366
0.119,-0.049,-0.376
0.112,-0.051,-0.373
0.112,-0.053,-0.373
0.105,-0.064,-0.385
0.096,-0.071,-0.385
0.093,-0.075,-0.369
0.091,-0.075,-0.38
0.085,-0.077,-0.375
0.084,-0.077,-0.354
0.075,-0.072,-0.391
0.075,-0.071,-0.397
0.071,-0.07,-0.407
0.068,-0.068,-0.385
0.066,-0.067,-0.357
0.066,-0.07,-0.396
0.071,-0.073,-0.384
0.071,-0.073,-0.384
0.074,-0.074,-0.387
0.075,-0.074,-0.384
0.074,-0.072,-0.393
0.078,-0.068,-0.395
0.078,-0.065,-0.384
0.077,-0.063,-0.379
0.076,-0.06,-0.395
0.077,-0.059,-0.392
0.08,-0.057,-0.391
0.088,-0.054,-0.391
0.093,-0.051,-0.378
0.096,-0.048,-0.381
0.1,-0.045,-0.367
0.107,-0.045,-0.363
0.119,-0.039,-0.368
0.122,-0.036,-0.38
0.126,-0.033,-0.375
0.128,-0.029,-0.369
0.136,-0.02,-0.373
0.144,-0.018,-0.36
0.147,-0.018,-0.37
0.152,-0.019,-0.366
0.162,-0.019,-0.371
0.17,-0.023,-0.371
0.182,-0.028,-0.349
0.192,-0.029,-0.372
0.197,-0.029,-0.367
0.199,-0.03,-0.366
0.209,-0.03,-0.364
0.227,-0.033,-0.379
0.23,-0.035,-0.391
0.236,-0.034,-0.374
0.242,-0.035,-0.376
0.248,-0.04,-0.375
0.255,-0.041,-0.378
0.254,-0.04,-0.378
0.257,-0.041,-0.382
0.255,-0.041,-0.374
0.254,-0.042,-0.391
0.255,-0.044,-0.389
0.255,-0.043,-0.403
0.257,-0.043,-0.418
0.256,-0.046,-0.405
0.258,-0.047,-0.398
0.259,-0.051,-0.384
0.259,-0.053,-0.405
0.259,-0.066,-0.417
0.256,-0.071,-0.42
0.257,-0.073,-0.412
0.255,-0.075,-0.41
0.244,-0.074,-0.428
0.242,-0.07,-0.421
