0,0,-0.029
0,0,-0.028
0,0,-0.028
0,0,-0.028
0,0,-0.03
0,0,-0.031
0,0,-0.03
0,0,-0.029
0,0,-0.028
0,0,-0.029
0,0,-0.031
0,0,-0.028
0,0,-0.03
0,0,-0.035
0,0,-0.03
0,0,-0.029
0,0,-0.028
0,0,-0.025
0,0,-0.029
0,0,-0.03
0,0,-0.031
0,0,-0.027
0,0,-0.026
0,0,-0.03
0,0,-0.028
0,0,-0.028
0,0,-0.032
0,0,-0.029
0,0,-0.024
0,0,-0.026
0,0,-0.03
0,0,-0.031
0,0,-0.032
0,0,-0.029
0,0,-0.03
0,0,-0.029
0,0,-0.029
0,0,-0.033
0,0,-0.03
0,0,-0.027
0,0,-0.027
0,0,-0.024
0,0,-0.022
0,0,-0.026
0,0,-0.031
0,0,-0.031
0,0,-0.028
0,0,-0.031
0,0,-0.026
0,0,-0.02
0,0,-0.027
0,0,-0.028
0,0,-0.023
0,0,-0.026
0,0,-0.033
0,0,-0.031
0,0,-0.028
0,0,-0.032
0,0,-0.029
0,0,-0.029
0,0,-0.027
0,0,-0.027
0,0,-0.027
0,0,-0.026
0,0,-0.028
0,0,-0.03
0,0,-0.03
0,0,-0.03
0,0,-0.032
0,0,-0.034
0,0,-0.03
0,0,-0.025
0,0,-0.028
0,0,-0.03
0,0,-0.031
0,0,-0.03
0,0,-0.028
0,0.001,-0.029
0,0.001,-0.031
0,0.001,-0.029
0,0.001,-0.027
0,0.001,-0.027
0,0.001,-0.027
0,0.001,-0.026
0,0.001,-0.028
0,0.001,-0.029
0,0.001,-0.03
0,0.001,-0.03
0,0.001,-0.031
0,0.001,-0.03
0,0.001,-0.029
0,0.001,-0.029
0,0.001,-0.026
0,0.001,-0.031
0,0.001,-0.033
0,0.001,-0.027
0,0.001,-0.028
0,0.001,-0.034
0,0.001,-0.03
0,0.001,-0.028
0,0.001,-0.025
0,0.001,-0.029
0,0.001,-0.028
0,0.001,-0.027
0,0.001,-0.029
0,0.001,-0.031
0,0.001,-0.03
